gravedad,claseSiniestro,choque,codigoLocalidad,disenoLugar,condicion,estado,edad,sexo,claseVehiculo,servicio,enfuga,codigoCausa,fechaHora
3,1,1.0,9,1,1.0,1.0,34.0,2.0,1.0,3.0,1.0,13,2018-07-07 20:00:00
2,1,1.0,10,1,2.0,1.0,29.0,1.0,13.0,0.0,1.0,9,2016-10-06 08:20:00
3,1,1.0,13,2,1.0,1.0,39.0,1.0,1.0,2.0,1.0,67,2017-05-24 07:50:00
3,1,1.0,10,1,1.0,1.0,48.0,1.0,1.0,3.0,1.0,14,2016-05-30 08:40:00
3,1,1.0,10,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,13,2017-08-27 16:30:00
2,1,1.0,10,1,1.0,1.0,26.0,1.0,1.0,3.0,1.0,22,2015-03-12 05:30:00
3,1,1.0,8,1,2.0,1.0,41.0,1.0,3.0,2.0,1.0,31,2017-06-24 10:10:00
3,1,1.0,8,1,1.0,1.0,21.0,1.0,7.0,2.0,1.0,13,2017-07-26 17:36:00
3,1,1.0,1,1,1.0,1.0,59.0,1.0,8.0,2.0,1.0,13,2015-01-16 10:10:00
2,1,1.0,19,1,1.0,1.0,59.0,1.0,10.0,3.0,1.0,67,2018-03-27 13:20:00
3,1,1.0,9,1,1.0,1.0,28.0,1.0,1.0,3.0,1.0,49,2017-06-14 06:55:00
3,1,1.0,7,1,1.0,1.0,65.0,1.0,4.0,2.0,1.0,31,2019-11-05 04:30:00
3,1,1.0,13,7,1.0,1.0,58.0,2.0,2.0,2.0,1.0,31,2019-08-21 16:05:00
3,1,1.0,1,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,31,2018-04-08 09:20:00
2,1,1.0,8,2,1.0,1.0,17.0,1.0,10.0,3.0,1.0,33,2015-07-02 22:30:00
2,1,1.0,16,1,3.0,2.0,30.0,2.0,1.0,3.0,1.0,13,2019-03-31 14:02:00
2,4,0.0,4,1,3.0,2.0,64.0,2.0,2.0,2.0,1.0,64,2015-11-19 05:45:00
3,1,1.0,11,1,1.0,1.0,35.0,1.0,5.0,3.0,1.0,31,2015-05-16 21:05:00
3,1,1.0,7,1,1.0,1.0,53.0,1.0,1.0,2.0,1.0,33,2017-01-27 16:00:00
3,1,1.0,10,1,1.0,1.0,48.0,1.0,7.0,2.0,1.0,44,2018-04-07 14:20:00
3,1,1.0,7,1,1.0,1.0,35.0,1.0,2.0,2.0,1.0,13,2019-11-05 21:30:00
3,1,1.0,15,1,1.0,1.0,43.0,1.0,5.0,3.0,1.0,13,2020-05-22 09:43:00
3,1,1.0,10,1,1.0,1.0,39.0,1.0,2.0,2.0,1.0,13,2019-12-14 06:29:00
2,4,0.0,12,1,1.0,1.0,37.71525130603967,0.0,1.0,1.0,2.0,91,2015-10-13 06:00:00
3,1,1.0,2,1,1.0,1.0,59.0,2.0,6.0,3.0,1.0,31,2017-08-23 12:58:00
2,1,1.0,5,1,3.0,2.0,20.0,1.0,2.0,2.0,1.0,55,2016-08-18 08:00:00
3,1,1.0,9,1,1.0,1.0,50.0,1.0,1.0,3.0,1.0,44,2019-05-24 18:20:00
2,1,1.0,9,1,1.0,1.0,22.0,1.0,1.0,2.0,1.0,31,2017-04-12 14:00:00
2,1,1.0,19,1,1.0,2.0,28.0,1.0,2.0,2.0,1.0,24,2020-07-14 06:54:00
3,1,1.0,11,2,1.0,1.0,34.0,1.0,1.0,2.0,1.0,22,2015-07-15 16:00:00
3,1,1.0,2,1,1.0,1.0,41.0,1.0,2.0,2.0,1.0,53,2015-01-22 18:00:00
3,1,1.0,2,1,1.0,1.0,26.0,2.0,1.0,3.0,1.0,13,2016-07-26 19:50:00
3,1,1.0,8,1,1.0,1.0,22.0,1.0,1.0,3.0,1.0,31,2020-01-18 19:30:00
3,1,1.0,10,1,1.0,1.0,48.0,1.0,5.0,2.0,1.0,13,2017-11-13 12:00:00
3,1,1.0,8,1,1.0,1.0,59.0,1.0,2.0,2.0,1.0,22,2018-06-08 06:48:00
2,2,0.0,6,1,4.0,2.0,37.0,1.0,10.0,3.0,1.0,102,2016-02-08 07:35:00
3,1,1.0,16,1,2.0,1.0,26.0,1.0,10.0,3.0,1.0,31,2018-08-14 13:40:00
2,4,0.0,15,1,1.0,1.0,37.0,1.0,7.0,2.0,1.0,64,2015-11-27 19:15:00
3,1,1.0,16,2,2.0,1.0,22.0,1.0,10.0,3.0,1.0,42,2020-11-24 22:05:00
2,1,1.0,1,1,3.0,2.0,48.0,1.0,1.0,3.0,1.0,22,2016-11-20 17:25:00
2,2,0.0,13,1,2.0,2.0,22.0,1.0,10.0,3.0,1.0,95,2018-08-02 20:00:00
2,1,1.0,8,1,3.0,2.0,32.0,2.0,7.0,2.0,1.0,31,2020-12-24 13:40:00
3,1,1.0,8,1,1.0,1.0,44.0,1.0,1.0,3.0,1.0,13,2017-01-07 10:00:00
2,1,1.0,4,1,2.0,1.0,26.0,1.0,10.0,3.0,1.0,22,2017-06-27 18:45:00
2,4,0.0,13,1,3.0,2.0,23.0,2.0,7.0,2.0,1.0,108,2019-11-23 10:20:00
3,1,1.0,7,1,1.0,1.0,30.0,1.0,2.0,2.0,1.0,22,2018-07-05 12:45:00
3,1,1.0,7,2,1.0,1.0,44.0,1.0,2.0,2.0,1.0,37,2019-06-30 06:05:00
3,1,1.0,13,1,1.0,1.0,34.0,1.0,1.0,3.0,1.0,31,2020-11-19 13:00:00
3,1,1.0,19,1,1.0,1.0,39.0,1.0,2.0,2.0,1.0,31,2018-04-23 17:30:00
2,1,1.0,1,1,2.0,2.0,42.0,1.0,1.0,3.0,1.0,13,2017-11-10 18:30:00
3,1,1.0,1,1,1.0,1.0,36.0,1.0,1.0,3.0,1.0,31,2019-01-20 09:45:00
3,1,1.0,16,1,1.0,1.0,54.0,1.0,1.0,3.0,1.0,67,2018-03-11 19:45:00
3,1,1.0,15,1,1.0,1.0,20.0,1.0,5.0,2.0,1.0,22,2015-09-02 16:00:00
3,1,1.0,14,1,1.0,1.0,27.0,1.0,4.0,2.0,1.0,13,2017-02-20 05:15:00
2,1,1.0,18,1,1.0,1.0,41.0,1.0,8.0,2.0,1.0,67,2015-02-27 12:45:00
3,1,1.0,1,1,1.0,1.0,18.0,1.0,1.0,3.0,1.0,31,2018-12-03 15:30:00
3,1,1.0,9,1,1.0,1.0,68.0,1.0,4.0,2.0,1.0,13,2018-05-04 06:00:00
3,1,1.0,8,1,1.0,1.0,26.0,1.0,8.0,2.0,1.0,31,2017-08-09 07:00:00
2,1,1.0,19,2,1.0,1.0,31.0,1.0,1.0,3.0,1.0,52,2020-11-30 22:36:00
3,1,1.0,3,2,1.0,1.0,52.0,1.0,1.0,2.0,1.0,22,2019-11-27 17:00:00
2,1,1.0,7,1,2.0,1.0,53.0,1.0,13.0,0.0,1.0,22,2019-06-09 07:00:00
2,4,0.0,7,1,3.0,2.0,56.0,2.0,3.0,2.0,1.0,53,2020-03-18 15:30:00
3,1,1.0,15,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,67,2017-05-20 15:00:00
2,1,1.0,9,1,1.0,1.0,21.0,1.0,10.0,3.0,1.0,26,2015-08-15 16:10:00
2,4,0.0,7,1,3.0,2.0,54.0,2.0,2.0,2.0,1.0,108,2015-09-23 08:20:00
3,1,1.0,16,2,1.0,1.0,36.0,1.0,6.0,3.0,1.0,13,2015-01-08 17:05:00
3,1,1.0,14,1,1.0,1.0,41.0,1.0,1.0,2.0,1.0,44,2019-03-27 13:22:00
2,2,0.0,11,1,4.0,2.0,40.0,2.0,1.0,2.0,1.0,100,2019-04-25 13:00:00
3,1,1.0,10,2,1.0,1.0,86.0,1.0,1.0,3.0,1.0,31,2017-03-04 16:10:00
2,1,1.0,8,2,3.0,2.0,48.0,2.0,13.0,0.0,1.0,67,2020-10-23 06:00:00
3,1,1.0,1,1,1.0,1.0,59.0,1.0,1.0,3.0,1.0,13,2015-08-04 12:10:00
3,1,1.0,1,2,1.0,1.0,32.0,1.0,5.0,3.0,1.0,22,2017-04-21 12:46:00
2,1,1.0,1,2,1.0,1.0,37.71525130603967,0.0,5.0,3.0,1.0,22,2017-10-28 15:15:00
2,1,1.0,8,2,1.0,1.0,38.0,1.0,1.0,3.0,1.0,22,2015-12-19 20:20:00
2,1,1.0,7,2,2.0,2.0,28.0,1.0,10.0,3.0,1.0,22,2019-08-22 07:25:00
3,1,1.0,12,2,1.0,1.0,36.0,2.0,5.0,2.0,1.0,22,2015-06-26 09:30:00
3,1,1.0,1,1,1.0,1.0,21.0,1.0,1.0,3.0,1.0,31,2019-05-04 15:30:00
3,1,1.0,11,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,31,2019-11-21 08:22:00
3,1,1.0,15,1,1.0,1.0,34.0,1.0,7.0,2.0,1.0,67,2017-05-01 13:00:00
3,1,1.0,11,1,1.0,1.0,47.0,1.0,5.0,3.0,1.0,13,2019-04-03 12:11:00
3,1,1.0,12,1,1.0,1.0,22.0,1.0,1.0,3.0,1.0,44,2017-11-11 07:45:00
3,1,1.0,2,1,1.0,1.0,21.0,1.0,1.0,3.0,1.0,31,2017-10-03 10:30:00
3,1,1.0,13,1,1.0,1.0,34.0,1.0,1.0,3.0,1.0,31,2018-06-05 13:00:00
3,1,1.0,1,1,1.0,1.0,46.0,1.0,5.0,3.0,1.0,31,2019-11-08 13:05:00
2,1,1.0,19,2,1.0,2.0,49.0,1.0,1.0,2.0,1.0,22,2020-07-27 21:28:00
3,1,1.0,10,1,1.0,1.0,44.0,1.0,8.0,2.0,1.0,31,2019-05-21 18:30:00
3,1,1.0,2,1,2.0,1.0,29.0,1.0,5.0,3.0,1.0,9,2019-10-10 09:00:00
2,1,1.0,10,2,1.0,1.0,56.0,1.0,10.0,3.0,1.0,22,2015-07-30 08:46:00
2,1,1.0,8,1,5.0,2.0,24.0,2.0,1.0,2.0,1.0,67,2020-10-06 17:03:00
2,2,0.0,6,1,4.0,2.0,49.0,2.0,1.0,3.0,1.0,35,2019-04-23 19:00:00
3,1,1.0,17,1,1.0,1.0,27.0,1.0,4.0,1.0,1.0,13,2017-02-17 11:30:00
3,1,1.0,11,1,1.0,1.0,46.0,1.0,1.0,1.0,1.0,31,2018-10-22 18:46:00
3,1,1.0,13,1,2.0,1.0,31.0,1.0,1.0,3.0,1.0,13,2019-12-10 13:39:00
2,1,1.0,8,1,1.0,1.0,39.0,1.0,1.0,3.0,1.0,52,2017-07-08 20:20:00
3,1,1.0,9,1,1.0,1.0,24.0,1.0,2.0,2.0,1.0,31,2019-12-23 14:25:00
3,1,1.0,8,1,1.0,1.0,44.0,1.0,1.0,3.0,1.0,31,2019-11-29 15:32:00
3,1,1.0,10,2,1.0,1.0,39.0,1.0,10.0,3.0,1.0,22,2020-07-11 12:03:00
3,1,1.0,8,1,1.0,1.0,30.0,1.0,1.0,3.0,1.0,31,2015-06-01 13:50:00
3,1,1.0,8,1,1.0,1.0,49.0,1.0,6.0,3.0,1.0,31,2019-01-26 13:00:00
3,1,1.0,1,1,1.0,1.0,57.0,1.0,6.0,3.0,1.0,31,2015-10-21 08:50:00
3,1,1.0,10,1,1.0,1.0,20.0,1.0,1.0,3.0,1.0,31,2016-01-08 12:10:00
2,1,4.0,4,1,3.0,2.0,38.0,1.0,1.0,3.0,1.0,25,2015-08-16 06:05:00
3,1,1.0,16,1,1.0,1.0,35.0,1.0,5.0,2.0,1.0,13,2015-04-29 19:30:00
3,1,1.0,9,1,1.0,1.0,30.0,1.0,8.0,2.0,1.0,51,2016-02-16 08:05:00
2,2,0.0,7,2,4.0,2.0,78.0,2.0,10.0,3.0,1.0,22,2017-03-23 17:50:00
2,1,1.0,2,1,3.0,2.0,66.0,1.0,1.0,2.0,1.0,31,2020-01-14 11:56:00
3,1,1.0,8,1,1.0,1.0,21.0,2.0,6.0,3.0,1.0,14,2015-06-27 12:40:00
3,1,1.0,10,1,1.0,1.0,31.0,1.0,5.0,3.0,1.0,31,2017-10-28 18:50:00
3,1,1.0,12,2,1.0,1.0,53.0,2.0,6.0,3.0,1.0,22,2020-11-17 10:50:00
2,1,1.0,18,2,1.0,1.0,31.0,1.0,10.0,3.0,1.0,22,2020-09-27 18:43:00
3,1,1.0,11,2,1.0,1.0,28.0,1.0,5.0,3.0,1.0,13,2017-03-29 15:10:00
2,1,1.0,10,2,5.0,2.0,14.0,2.0,13.0,0.0,1.0,67,2020-08-07 08:46:00
3,1,1.0,13,1,1.0,1.0,48.0,1.0,5.0,3.0,1.0,44,2019-05-30 18:00:00
3,1,1.0,10,1,1.0,1.0,54.0,0.0,4.0,2.0,1.0,13,2015-03-03 19:30:00
3,1,1.0,16,7,1.0,1.0,47.0,1.0,4.0,1.0,1.0,31,2016-11-23 07:30:00
3,1,1.0,2,1,1.0,1.0,41.0,1.0,2.0,2.0,1.0,13,2015-11-29 13:20:00
3,1,1.0,7,1,1.0,1.0,42.0,1.0,1.0,3.0,1.0,31,2017-10-28 21:30:00
3,1,1.0,4,1,1.0,1.0,39.0,1.0,5.0,2.0,1.0,31,2017-01-18 16:10:00
3,1,1.0,8,1,1.0,1.0,52.0,1.0,5.0,3.0,1.0,13,2017-12-25 19:20:00
2,1,1.0,1,1,1.0,1.0,31.0,1.0,5.0,2.0,1.0,20,2016-03-27 15:10:00
2,1,4.0,14,1,3.0,2.0,24.0,1.0,2.0,2.0,1.0,83,2018-05-13 23:40:00
3,1,1.0,2,1,1.0,1.0,23.0,1.0,5.0,3.0,1.0,13,2017-12-13 09:10:00
2,2,0.0,3,1,4.0,2.0,38.0,1.0,1.0,3.0,1.0,102,2019-06-11 14:24:00
3,1,1.0,11,1,1.0,1.0,30.0,2.0,5.0,3.0,1.0,31,2019-01-25 07:10:00
2,1,1.0,15,1,1.0,1.0,29.0,1.0,5.0,2.0,1.0,22,2015-04-13 15:00:00
3,1,1.0,10,1,1.0,1.0,45.0,1.0,5.0,2.0,1.0,13,2016-01-14 09:50:00
3,1,1.0,2,1,1.0,1.0,50.0,1.0,5.0,3.0,1.0,31,2019-12-13 17:40:00
3,1,1.0,4,1,2.0,1.0,24.0,1.0,10.0,3.0,1.0,67,2015-04-29 07:00:00
3,1,1.0,12,1,5.0,1.0,43.0,2.0,13.0,0.0,1.0,5,2019-12-01 11:30:00
3,1,1.0,14,1,1.0,1.0,29.0,1.0,1.0,2.0,1.0,31,2015-11-26 03:00:00
2,1,1.0,19,1,1.0,1.0,55.0,1.0,10.0,3.0,1.0,52,2018-07-19 05:20:00
2,1,1.0,9,1,1.0,1.0,45.0,1.0,7.0,2.0,1.0,31,2017-08-20 11:40:00
2,2,0.0,16,1,4.0,2.0,20.0,1.0,5.0,2.0,1.0,55,2019-04-26 15:39:00
3,1,1.0,8,1,1.0,1.0,21.0,1.0,1.0,3.0,1.0,42,2017-07-31 11:30:00
2,1,1.0,11,1,1.0,1.0,37.71525130603967,0.0,1.0,2.0,1.0,13,2019-09-07 07:10:00
3,1,1.0,9,1,1.0,1.0,36.0,1.0,3.0,2.0,1.0,13,2018-08-08 09:55:00
3,1,1.0,8,1,1.0,1.0,30.0,1.0,4.0,2.0,1.0,33,2018-10-22 10:50:00
2,1,1.0,11,1,2.0,2.0,20.0,1.0,10.0,3.0,1.0,14,2017-12-30 14:50:00
2,1,1.0,12,2,2.0,2.0,21.0,1.0,10.0,3.0,1.0,42,2020-06-23 14:56:00
2,2,0.0,3,1,1.0,1.0,38.0,2.0,1.0,3.0,1.0,67,2020-01-20 12:24:00
2,1,1.0,3,1,2.0,2.0,22.0,1.0,5.0,2.0,1.0,13,2018-03-20 08:35:00
3,1,1.0,8,1,1.0,1.0,22.0,1.0,5.0,2.0,1.0,31,2016-10-22 12:20:00
3,1,1.0,14,1,1.0,1.0,38.0,1.0,1.0,3.0,1.0,31,2017-11-28 17:30:00
2,1,1.0,12,1,1.0,1.0,35.0,1.0,6.0,3.0,1.0,31,2016-07-29 15:00:00
3,1,1.0,12,2,2.0,1.0,37.0,1.0,1.0,3.0,1.0,22,2016-09-12 19:45:00
2,1,1.0,9,1,2.0,2.0,43.0,2.0,3.0,2.0,1.0,55,2019-06-03 13:30:00
3,1,1.0,19,2,1.0,1.0,36.0,1.0,5.0,3.0,1.0,67,2017-11-26 01:47:00
3,1,1.0,6,1,1.0,1.0,30.0,1.0,1.0,3.0,1.0,68,2016-11-19 19:20:00
3,1,1.0,8,1,1.0,1.0,31.0,1.0,1.0,3.0,1.0,22,2019-07-19 08:20:00
2,2,0.0,3,1,4.0,2.0,38.0,1.0,1.0,2.0,1.0,100,2016-03-04 17:45:00
2,2,0.0,19,1,1.0,1.0,62.0,1.0,1.0,3.0,1.0,100,2015-11-12 10:10:00
2,4,0.0,6,1,3.0,2.0,77.0,2.0,7.0,2.0,1.0,108,2016-03-27 13:30:00
3,1,1.0,1,2,1.0,1.0,58.0,1.0,2.0,2.0,1.0,67,2016-02-18 06:03:00
3,1,1.0,1,1,1.0,1.0,29.0,1.0,4.0,1.0,1.0,67,2016-04-22 06:00:00
2,4,0.0,11,1,3.0,2.0,59.0,2.0,2.0,2.0,1.0,108,2019-11-06 07:40:00
3,1,1.0,8,10,1.0,1.0,55.0,1.0,1.0,3.0,1.0,44,2018-09-12 16:45:00
3,1,1.0,11,1,1.0,1.0,74.0,1.0,5.0,3.0,1.0,44,2015-11-25 16:20:00
3,1,1.0,8,1,1.0,1.0,37.71525130603967,0.0,1.0,3.0,1.0,31,2020-12-12 20:30:00
3,1,4.0,8,1,1.0,1.0,28.0,1.0,5.0,2.0,1.0,53,2019-03-08 02:50:00
3,1,1.0,7,1,1.0,1.0,37.0,1.0,1.0,3.0,1.0,25,2017-02-18 23:30:00
3,1,1.0,18,1,1.0,1.0,60.0,1.0,1.0,2.0,1.0,25,2017-04-08 08:15:00
3,1,1.0,18,1,1.0,1.0,49.0,1.0,5.0,3.0,1.0,22,2019-01-30 07:30:00
1,2,0.0,3,1,1.0,1.0,37.71525130603967,0.0,0.0,0.0,2.0,67,2019-07-13 16:30:00
2,1,1.0,14,2,1.0,1.0,49.0,1.0,10.0,3.0,1.0,42,2016-05-27 18:50:00
2,1,1.0,8,2,5.0,2.0,21.0,1.0,13.0,0.0,1.0,67,2019-02-02 06:44:00
3,1,1.0,1,1,5.0,1.0,41.0,1.0,1.0,3.0,1.0,67,2020-01-06 07:41:00
3,1,1.0,10,2,1.0,1.0,47.0,1.0,5.0,2.0,1.0,52,2019-07-10 10:48:00
3,1,1.0,7,1,1.0,1.0,56.0,1.0,1.0,3.0,1.0,13,2019-10-15 21:00:00
2,2,0.0,4,1,2.0,1.0,21.0,1.0,10.0,3.0,1.0,102,2016-01-15 08:30:00
3,1,1.0,19,1,1.0,1.0,34.0,1.0,2.0,2.0,1.0,51,2015-11-27 07:30:00
3,1,1.0,8,1,1.0,1.0,34.0,1.0,1.0,2.0,1.0,13,2018-11-13 18:30:00
3,1,1.0,15,7,1.0,1.0,21.0,1.0,5.0,2.0,1.0,13,2018-11-15 15:30:00
2,1,1.0,12,1,2.0,2.0,28.0,1.0,10.0,3.0,1.0,13,2019-03-02 17:49:00
3,1,1.0,16,1,2.0,1.0,26.0,2.0,10.0,3.0,1.0,31,2019-05-15 06:30:00
3,1,1.0,13,1,1.0,1.0,25.0,2.0,1.0,3.0,1.0,31,2016-04-04 10:10:00
3,1,1.0,4,10,2.0,1.0,20.0,1.0,10.0,3.0,1.0,83,2020-11-11 22:24:00
3,1,1.0,1,1,1.0,1.0,22.0,1.0,0.0,0.0,2.0,52,2019-12-20 01:30:00
3,1,1.0,13,1,1.0,1.0,45.0,1.0,5.0,2.0,1.0,31,2016-11-22 15:50:00
3,1,1.0,11,1,1.0,1.0,27.0,1.0,4.0,2.0,1.0,44,2017-03-07 02:40:00
2,4,0.0,11,1,3.0,2.0,68.0,2.0,7.0,2.0,1.0,55,2015-11-30 17:20:00
2,1,1.0,11,2,1.0,1.0,47.0,1.0,13.0,0.0,1.0,42,2019-03-26 23:10:00
3,1,1.0,2,1,1.0,1.0,52.0,1.0,4.0,2.0,1.0,13,2019-11-12 06:28:00
3,1,4.0,12,1,1.0,1.0,37.71525130603967,0.0,1.0,3.0,1.0,24,2020-05-31 10:29:00
3,1,1.0,9,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,67,2019-01-02 02:50:00
1,1,4.0,13,1,1.0,1.0,37.0,1.0,10.0,3.0,1.0,24,2016-08-02 01:20:00
3,1,1.0,11,1,1.0,1.0,25.0,1.0,1.0,3.0,1.0,31,2018-01-06 01:25:00
2,1,1.0,8,2,2.0,2.0,31.0,1.0,1.0,3.0,1.0,14,2017-12-05 18:50:00
3,1,1.0,18,1,1.0,1.0,61.0,1.0,5.0,3.0,1.0,37,2020-05-25 18:25:00
3,1,1.0,13,2,1.0,1.0,23.0,1.0,5.0,1.0,1.0,52,2020-11-15 20:00:00
3,1,1.0,19,1,1.0,1.0,50.0,1.0,2.0,2.0,1.0,14,2018-11-24 20:30:00
3,1,1.0,1,2,1.0,1.0,56.0,1.0,1.0,3.0,1.0,42,2017-03-22 12:20:00
3,1,1.0,2,1,1.0,1.0,40.0,2.0,5.0,2.0,1.0,31,2017-10-17 10:40:00
3,1,1.0,2,1,1.0,1.0,40.0,1.0,5.0,3.0,1.0,31,2015-06-01 08:00:00
3,1,1.0,8,2,1.0,1.0,40.0,1.0,4.0,2.0,1.0,13,2019-12-16 16:40:00
3,1,1.0,16,1,1.0,1.0,38.0,1.0,4.0,2.0,1.0,14,2019-09-09 17:45:00
2,4,0.0,1,4,1.0,1.0,37.0,1.0,2.0,2.0,1.0,108,2017-02-22 12:54:00
2,1,1.0,3,1,1.0,1.0,23.0,1.0,13.0,0.0,1.0,16,2018-12-06 16:20:00
2,1,1.0,7,1,1.0,1.0,38.0,1.0,10.0,3.0,1.0,22,2018-05-18 08:40:00
3,1,1.0,1,1,1.0,1.0,41.0,2.0,6.0,3.0,1.0,31,2018-08-07 14:20:00
3,1,1.0,14,1,1.0,1.0,47.0,1.0,5.0,3.0,1.0,31,2017-06-20 15:00:00
2,1,1.0,9,1,2.0,2.0,20.0,1.0,7.0,2.0,1.0,9,2017-11-17 05:30:00
3,1,1.0,10,1,1.0,1.0,39.0,1.0,1.0,2.0,1.0,67,2018-05-19 14:00:00
3,1,1.0,12,1,2.0,1.0,19.0,1.0,5.0,2.0,1.0,31,2017-07-20 13:00:00
3,1,1.0,17,1,1.0,1.0,42.0,1.0,1.0,2.0,1.0,22,2019-06-07 19:45:00
2,1,1.0,11,1,1.0,1.0,67.0,1.0,1.0,3.0,1.0,9,2015-07-30 13:30:00
3,1,1.0,2,1,1.0,1.0,63.0,1.0,1.0,3.0,1.0,89,2020-09-02 13:30:00
3,1,1.0,12,2,1.0,1.0,39.0,1.0,1.0,3.0,1.0,13,2019-11-10 22:20:00
3,1,1.0,8,1,1.0,1.0,52.0,1.0,1.0,3.0,1.0,31,2018-11-05 21:00:00
3,1,1.0,14,1,1.0,1.0,55.0,1.0,5.0,3.0,1.0,9,2017-12-08 18:30:00
2,1,1.0,13,4,3.0,2.0,24.0,2.0,2.0,2.0,1.0,31,2015-10-14 06:50:00
3,1,1.0,10,1,1.0,1.0,40.0,1.0,2.0,2.0,1.0,31,2015-03-21 16:10:00
3,1,1.0,16,7,1.0,1.0,41.0,1.0,1.0,3.0,1.0,31,2016-01-10 15:15:00
3,1,1.0,13,1,1.0,1.0,21.0,1.0,1.0,3.0,1.0,31,2016-09-06 13:15:00
3,1,1.0,13,2,1.0,1.0,80.0,1.0,1.0,3.0,1.0,31,2018-07-20 18:20:00
3,1,1.0,12,1,1.0,1.0,53.0,1.0,6.0,3.0,1.0,31,2019-07-25 14:58:00
2,1,1.0,8,1,5.0,2.0,19.0,1.0,13.0,0.0,1.0,31,2019-12-05 17:40:00
2,1,1.0,8,1,1.0,1.0,53.0,1.0,5.0,2.0,1.0,13,2016-10-18 06:15:00
3,1,1.0,10,1,1.0,1.0,56.0,1.0,5.0,3.0,1.0,51,2020-10-08 18:01:00
2,1,1.0,4,1,5.0,2.0,43.0,2.0,13.0,0.0,1.0,13,2019-03-22 14:35:00
3,1,1.0,10,1,1.0,1.0,60.0,1.0,1.0,3.0,1.0,31,2018-09-04 17:05:00
3,1,1.0,10,1,1.0,1.0,51.0,2.0,5.0,3.0,1.0,13,2018-12-26 18:50:00
2,4,0.0,10,1,1.0,1.0,22.0,1.0,2.0,2.0,1.0,29,2015-11-26 20:30:00
2,1,1.0,10,2,1.0,1.0,39.0,1.0,5.0,3.0,1.0,14,2020-11-29 07:20:00
2,1,1.0,14,2,1.0,1.0,37.0,1.0,10.0,3.0,1.0,22,2018-06-06 06:25:00
3,1,1.0,2,1,1.0,1.0,22.0,2.0,1.0,2.0,1.0,31,2019-11-29 23:20:00
3,1,1.0,12,2,1.0,1.0,44.0,1.0,1.0,3.0,1.0,31,2016-09-15 17:30:00
3,1,1.0,16,1,1.0,1.0,33.0,1.0,5.0,3.0,1.0,55,2017-10-03 11:20:00
2,4,0.0,1,1,3.0,2.0,26.0,2.0,2.0,2.0,1.0,28,2018-07-02 07:00:00
3,1,1.0,1,1,1.0,1.0,63.0,1.0,1.0,2.0,1.0,13,2016-10-28 06:20:00
3,1,1.0,5,1,1.0,1.0,43.0,1.0,2.0,2.0,1.0,31,2015-02-02 16:00:00
3,1,1.0,9,1,1.0,1.0,30.0,1.0,1.0,2.0,1.0,31,2020-04-03 13:15:00
3,1,1.0,11,1,1.0,1.0,56.0,1.0,1.0,3.0,1.0,31,2018-09-25 15:45:00
2,1,1.0,9,1,5.0,2.0,48.0,1.0,13.0,0.0,1.0,5,2018-08-27 16:10:00
2,2,0.0,9,2,2.0,2.0,35.0,2.0,10.0,3.0,1.0,102,2018-11-12 07:10:00
2,1,1.0,14,2,3.0,2.0,25.0,2.0,1.0,2.0,1.0,25,2017-08-04 03:29:00
2,1,1.0,10,1,5.0,2.0,33.0,1.0,13.0,0.0,1.0,22,2017-05-06 06:45:00
3,1,1.0,13,1,1.0,1.0,55.0,1.0,1.0,3.0,1.0,31,2019-10-23 20:00:00
3,1,1.0,10,1,2.0,1.0,26.0,1.0,1.0,3.0,1.0,31,2016-06-02 08:10:00
2,1,1.0,8,2,2.0,2.0,39.0,1.0,10.0,3.0,1.0,8,2018-11-08 20:06:00
3,1,1.0,16,2,1.0,1.0,39.0,1.0,5.0,3.0,1.0,13,2015-03-19 10:45:00
3,1,1.0,10,1,1.0,1.0,43.0,1.0,1.0,3.0,1.0,33,2017-12-22 14:20:00
2,1,1.0,8,1,1.0,2.0,59.0,1.0,1.0,3.0,1.0,26,2017-03-02 14:55:00
2,1,1.0,4,1,4.0,2.0,26.0,2.0,1.0,3.0,1.0,69,2018-02-21 07:46:00
3,1,1.0,10,1,1.0,1.0,33.0,1.0,1.0,3.0,1.0,53,2016-05-03 19:00:00
3,1,1.0,10,1,1.0,1.0,28.0,1.0,2.0,2.0,1.0,31,2018-07-30 19:10:00
3,1,1.0,8,1,1.0,1.0,56.0,1.0,5.0,3.0,1.0,53,2018-06-08 07:30:00
3,1,1.0,11,1,1.0,1.0,47.0,1.0,1.0,3.0,1.0,22,2016-07-06 10:45:00
